skill,count
large database,1
data standards conventions and formats,1
data governance policies procedures and checks,1
supplier regulations and guidelines,1
freedom of information (foi),1
regulatory law,1
information law,1
statutory decisionmaking,1
trial advocacy,1
appellate advocacy,1
professional responsibility,1
model training and deployment systems,1
haircutting,1
awardwinning technical training,1
salon management,1
artistic design team,1
tool reimbursement,1
teledoc,1
401k with employer match,1
factorization machines/svm,1
decision forests/trees/classifiers,1
longterm incentives (lti),1
ability to work in high stress environment,1
ability to lift up to 50 pounds,1
data privacy management,1
blockchain technologies,1
injury data,1
incident data,1
hazard mitigation,1
adverse trends,1
hybrid work mode,1
command and data handling systems,1
architecture development,1
design implementation,1
subsystem verification,1
degree in engineering or related field,1
5+ years of experience (engineer ii),1
8+ years of experience (engineer senior),1
master's or ph.d. (substitutes for 2 years of experience),1
top secret/sci security clearance (preferred),1
electronics or avionics subsystem design or test experience,1
requirements definition decomposition and flowdown,1
interface definition,1
hardware specifications,1
interface control,1
space qualified hardware development and delivery,1
elastic xpack,1
r/r studio/tidyverse,1
1+ year of experience in data science / analytics,1
active secret or top secret clearance,1
vendor and exchange  audits,1
market data feeds and systems,1
compliance with market data contracts,1
market data contracts,1
market data management,1
market data compliance,1
financial and commodities markets,1
otc data,1
trading floor,1
hartford ct,1
strong oral communication,1
multiple initiatives,1
management of relational database systems,1
selfmotivated individual,1
open minded approach,1
teamwork mentality,1
improvement plans,1
following directions,1
all black clothing,1
name tag,1
hiring and training,1
mega projects,1
architectural plans,1
equipment and materials procurement,1
financial industry knowledge,1
wholesale loans / lending business,1
processbased skills,1
business modeling,1
data warehouse applications,1
user communications,1
microsoft office (teams word excel outlook).,1
naval aviation maintenance program (namp).,1
naval aviation logistics command management information system (nalcomis).,1
aeronautical equipment service records (aesr).,1
equipment history records (ehrs).,1
modular service records (msrs).,1
schedule removal cards (srcs).,1
aircraft logbooks.,1
data entry.,1
data retrieval.,1
data analysis.,1
data management.,1
report creation.,1
report interpretation.,1
clerical duties.,1
administrative duties.,1
security clearance (secret).,1
organizational skills.,1
time management skills.,1
strong work ethic.,1
attention to detail.,1
ability to meet deadlines.,1
ability to work independently.,1
ability to work as part of a team.,1
ability to learn new things quickly.,1
ability to adapt to change.,1
formulating,1
collating,1
delegating,1
performance guidance,1
crossvalidating,1
nontechnical reports,1
developments in data science,1
security clearance (minimum),1
counseling skills,1
diversity management skills,1
labor relations skills,1
occupational health and safety skills,1
grade 12,1
secretarial systems and procedures,1
supervisory courses,1
leadership courses,1
management courses,1
coworker relations,1
supervisor relations,1
district administration,1
school administration,1
class 5 bc driver's license,1
public transport,1
private transport,1
oncology clinical research trials,1
hire diverse talent,1
maintain inclusive environment,1
build culture of care,1
ensure growth opportunities,1
actalent is an equal opportunity employer,1
proficient in procore,1
construction applications,1
construction trades,1
large scale project delivery,1
communicating project information,1
safety procedures and policy,1
lake houses,1
warehouses,1
apple pages,1
high performance trading data storage systems,1
complex financial software products,1
legacy platforms,1
daycount and dayroll conventions,1
credit ratings,1
options,1
interest rate swaps,1
exchanges,1
forward fx,1
prmia i – iv,1
risk and control selfassessment (rcsa),1
advanced vba,1
bachelor’s degree in finance economics engineering or related stem degree,1
minimum of 2 years of experience in capital markets,1
minimum of 2 years of experience in designing developing implementing and supporting high performance trading data storage systems and complex financial software products,1
minimum of 2 years of experience in working within capital market domains,1
minimum of 2 years of experience in reviewing and challenging existing risk and control selfassessment (rcsa),1
minimum of 2 years of experience in utilizing unique knowledge of legacy platforms,1
fair lending,1
clinical duties,1
national patient safety goals,1
equipment calibration and maintenance,1
lab records,1
scalable data handling,1
space technologies,1
ibm redhat,1
accenture ventures,1
traditional data solution,1
cloud data solution,1
sales pursuit,1
client messaging plans,1
industryleading cloud transformation strategies,1
enterprise semantics,1
asset management distribution industry,1
pressurewave,1
formation tops,1
reservoir tops,1
reservoir stratigraphy,1
subsurface unit stratigraphy,1
geological data,1
geological observations,1
correlative stratigraphic units,1
siliciclastic reservoirs,1
regional scale,1
structural analysis,1
micro scale analysis,1
diagenetic influence,1
wireline log correlation,1
image log,1
dashboard development and maintenance,1
fs health checks,1
bi site report,1
4+ years in application development,1
1+ year in big data technologies,1
2+ years of experience with cloud platforms,1
3+ years with distributed data/computing tools,1
3+ years of unix/linux experience,1
2+ years of agile engineering experience,1
instruments,1
chronological prioritization,1
routine clinical laboratory testing,1
test result recording,1
technical instrumentation,1
laboratory testing procedures,1
product standards,1
mt(ascp),1
h(ascp),1
c(ascp),1
m(ascp),1
bb(ascp),1
american medical technologist mt (amt),1
federal health and human services mt (hhs),1
high complexity clinical laboratory experience,1
laboratory automation system (las),1
semiautomated procedures,1
manual procedures,1
